quantile,factor_mean,return_mean,return_std,count,ic
1,0.0020775468603606738,-4.5510184153375654e-07,0.0007231607942060231,418891,-0.0013248915090271723
2,0.004456141056084726,3.911433551681181e-08,0.0005234909052063819,418884,0.0012438282217029774
3,0.006157478532972733,3.639734298813491e-07,0.0006486709568799165,418887,0.000811964861615786
4,0.00861994601300905,1.7259063129582885e-06,0.0008803541524204108,418898,0.0005958881276704041
5,0.014363342777443371,1.6813333401983774e-06,0.0014504832881116292,418877,0.0005149717846024048
